timestamp,roll_deg,pitch_deg,yaw_deg,battery_voltage_V,battery_current_A,battery_temp_C,payload_temp_C,reaction_wheel_rpm
2024-01-01 00:11:50+00:00,1.9793,1.7264,1.8935,31.1791,3.2225,30.8458,30.1667,3237.75
2024-01-01 00:12:00+00:00,2.0455,1.779,1.1913,31.0347,3.3751,31.6184,29.9782,3234.37
2024-01-01 00:12:10+00:00,2.3521,1.4816,1.4934,31.253,3.4962,31.6244,29.7814,3234.4
2024-01-01 00:12:20+00:00,2.304,1.5947,1.1624,31.1254,3.6842,30.9303,29.9313,3213.31
2024-01-01 00:12:30+00:00,2.4362,1.4051,1.3048,31.1524,3.7238,30.725,29.7697,3224.93
2024-01-01 00:12:40+00:00,2.235,2.0597,1.5457,31.1709,3.1516,30.8078,30.093,3207.86
2024-01-01 00:12:50+00:00,2.3741,2.0475,1.3871,31.2681,3.5854,31.3278,30.5376,3225.38
2024-01-01 00:13:00+00:00,2.4892,1.8954,1.1964,31.3569,3.2901,31.1422,31.2317,3246.88
2024-01-01 00:13:10+00:00,2.3235,1.8746,1.2031,31.1951,3.3061,31.0276,29.8414,3249.33
2024-01-01 00:13:20+00:00,2.4977,1.6392,1.0756,31.3763,3.3737,31.2599,30.8923,3257.51
2024-01-01 00:13:30+00:00,2.2947,1.8565,1.678,31.23,3.3725,31.6075,30.601,3276.64
2024-01-01 00:13:40+00:00,2.3748,2.1754,1.7197,31.3639,3.3106,31.5029,29.8695,3223.9
2024-01-01 00:13:50+00:00,2.3911,1.9433,1.7297,31.2536,3.1303,31.4351,30.5328,3215.77
2024-01-01 00:14:00+00:00,2.2479,1.8557,1.3653,31.1943,3.7041,31.5252,30.5609,3250.79
2024-01-01 00:14:10+00:00,2.6039,1.6932,1.8548,31.4454,3.6296,31.6353,30.6946,3288.48
2024-01-01 00:14:20+00:00,2.4316,2.1803,1.7904,31.2039,3.5,31.8014,31.1757,3290.76
2024-01-01 00:14:30+00:00,2.5466,1.9789,1.6257,31.2066,3.3648,31.8688,31.6077,3268.82
2024-01-01 00:14:40+00:00,2.6586,1.7418,1.5946,31.1556,3.7026,31.3387,31.3967,3262.07
2024-01-01 00:14:50+00:00,2.6698,1.8823,1.4812,31.417,3.515,31.9312,31.0246,3275.93
2024-01-01 00:15:00+00:00,2.7312,1.8448,1.7008,31.4494,3.4453,31.8196,31.1296,3296.02
2024-01-01 00:15:10+00:00,2.5957,2.0319,2.0662,31.345,3.2919,31.6701,31.8919,3260.94
2024-01-01 00:15:20+00:00,2.5476,2.0978,1.9551,31.2178,3.626,31.9076,30.697,3268.02
2024-01-01 00:15:30+00:00,2.6329,2.0059,1.6151,31.3237,3.5017,32.4104,31.6773,3284.26
2024-01-01 00:15:40+00:00,2.3276,2.2125,1.8221,31.3023,3.5975,32.3494,30.7813,3307.63
2024-01-01 00:15:50+00:00,2.3915,2.1221,1.42,31.2374,3.59,32.1782,30.6895,3304.85
2024-01-01 00:16:00+00:00,2.4318,2.2837,1.8856,31.2993,3.6663,31.9212,31.6115,3251.63
2024-01-01 00:16:10+00:00,2.5121,2.0846,1.5027,31.4063,3.6096,31.8228,30.7551,3310.68
2024-01-01 00:16:20+00:00,2.8062,2.6085,1.8901,31.3026,3.5372,31.9875,31.3199,3296.52
2024-01-01 00:16:30+00:00,2.5595,2.0804,2.4666,31.3995,3.6719,32.312,32.0854,3312.42
2024-01-01 00:16:40+00:00,2.679,2.0427,1.5884,31.1997,3.7369,32.3557,31.2286,3298.25
2024-01-01 00:16:50+00:00,3.0281,2.0371,2.4679,31.5521,3.8317,32.1867,32.371,3315.42
2024-01-01 00:17:00+00:00,2.7103,2.172,1.8658,31.3516,3.437,32.6808,30.8073,3309.23
2024-01-01 00:17:10+00:00,2.9419,1.9581,1.5614,31.4842,3.7771,32.5672,32.1858,3300.27
2024-01-01 00:17:20+00:00,2.6202,2.2723,1.5553,31.4223,3.3771,31.6898,31.272,3298.84
2024-01-01 00:17:30+00:00,2.778,1.9542,2.3504,31.4498,3.7723,32.5503,31.8052,3313.03
2024-01-01 00:17:40+00:00,2.6408,2.2759,1.8872,31.3022,3.5362,32.7755,32.0263,3293.82
2024-01-01 00:17:50+00:00,2.7744,2.0603,1.6269,31.345,3.7556,32.6399,31.8839,3313.7
2024-01-01 00:18:00+00:00,3.0212,2.2169,1.7218,31.3528,3.8577,32.7829,31.9505,3318.96
2024-01-01 00:18:10+00:00,2.5183,2.3756,1.8842,31.4344,3.6724,32.5577,31.5295,3348.95
2024-01-01 00:18:20+00:00,2.9609,2.6411,1.778,31.5696,3.6425,32.6443,32.7319,3344.32
2024-01-01 00:18:30+00:00,2.9313,2.1442,1.8699,31.4852,3.6388,32.6768,31.7299,3374.13
2024-01-01 00:18:40+00:00,2.7744,2.2934,2.2298,31.3566,3.5867,32.7705,31.7851,3303.13
2024-01-01 00:18:50+00:00,2.613,2.2172,1.5071,31.4599,3.8296,32.5656,32.2939,3334.37
2024-01-01 00:19:00+00:00,2.9253,2.2049,1.9527,31.4474,3.6482,33.0901,32.1092,3366.96
2024-01-01 00:19:10+00:00,2.8132,2.2374,1.7754,31.4245,3.3414,33.2112,32.7783,3350.6
2024-01-01 00:19:20+00:00,2.9735,2.4773,1.6707,31.462,3.8034,32.646,32.284,3343.54
2024-01-01 00:19:30+00:00,2.9388,2.2893,2.065,31.5436,3.7985,32.4746,32.5514,3332.05
2024-01-01 00:19:40+00:00,3.2619,2.7084,1.4328,31.3988,3.6831,32.4404,32.6518,3367.37
2024-01-01 00:19:50+00:00,2.9003,2.4417,1.2075,31.4395,3.561,32.9833,33.0494,3359.99
2024-01-01 00:20:00+00:00,2.7497,2.2358,1.8558,31.5754,3.5077,33.0548,32.5024,3352.28
2024-01-01 00:20:10+00:00,2.9961,2.34,1.7654,31.527,3.5663,33.0168,32.0981,3381.98
2024-01-01 00:20:20+00:00,3.0097,2.2821,1.4618,31.6108,3.7161,33.0572,32.496,3409.34
2024-01-01 00:20:30+00:00,3.2426,2.5296,1.372,31.629,3.4118,32.7516,33.3276,3349.56
2024-01-01 00:20:40+00:00,3.1425,2.1707,2.2817,31.3517,3.7538,32.3375,33.0645,3381.75
2024-01-01 00:20:50+00:00,3.0511,2.222,1.9139,31.5187,3.7028,32.7967,32.8294,3375.61
2024-01-01 00:21:00+00:00,3.2762,2.3408,1.8019,31.441,3.8865,33.4523,33.054,3388.57
2024-01-01 00:21:10+00:00,2.7493,2.5381,2.3443,31.3736,3.8,33.0448,32.9751,3404.72
2024-01-01 00:21:20+00:00,2.8621,2.6264,2.0492,31.4161,3.5876,33.1008,33.4479,3409.49
2024-01-01 00:21:30+00:00,2.8074,2.6541,2.2339,31.4663,3.4434,33.2519,33.319,3373.8
2024-01-01 00:21:40+00:00,2.917,2.5318,1.4942,31.468,3.5748,32.7344,33.1233,3353.32
2024-01-01 00:21:50+00:00,2.7214,2.4449,1.4821,31.4377,3.9059,33.0584,33.6526,3387.33
2024-01-01 00:22:00+00:00,3.1252,2.5812,1.9377,31.4977,3.7434,33.1488,33.8066,3390.16
2024-01-01 00:22:10+00:00,2.9547,2.2948,1.8838,31.7443,3.7893,32.7181,33.0182,3339.56
2024-01-01 00:22:20+00:00,2.7056,2.194,2.089,31.3274,3.6055,33.1086,33.0753,3417.57
2024-01-01 00:22:30+00:00,2.7969,2.54,1.365,31.6137,3.7727,33.3886,34.4457,3389.5
2024-01-01 00:22:40+00:00,3.0625,2.3273,1.9444,31.4981,3.4719,32.8792,33.7849,3401.65
2024-01-01 00:22:50+00:00,3.1668,2.4717,2.0113,31.4558,3.84,32.4811,34.2512,3393.95
2024-01-01 00:23:00+00:00,3.3975,2.5025,1.9932,31.2973,3.526,33.0469,33.989,3403.88
2024-01-01 00:23:10+00:00,3.5795,2.5246,1.6525,31.5747,3.4025,32.7944,33.8642,3436.23
2024-01-01 00:23:20+00:00,3.0778,2.6306,1.8784,31.3534,4.0373,33.0408,32.8738,3415.05
2024-01-01 00:23:30+00:00,2.7948,2.6169,1.5492,31.5791,3.7173,32.7279,33.2878,3458.44
2024-01-01 00:23:40+00:00,2.5636,2.5233,1.6639,31.6692,3.7121,32.9918,34.0838,3431.24
2024-01-01 00:23:50+00:00,3.0406,2.4295,1.4702,31.3652,3.4143,33.3335,33.5089,3435.33
2024-01-01 00:24:00+00:00,2.821,2.5133,1.5347,31.6086,3.7868,32.9478,33.8584,3419.85
2024-01-01 00:24:10+00:00,2.8966,2.4089,1.6573,31.4924,3.8248,32.4512,34.3284,3425.36
2024-01-01 00:24:20+00:00,2.853,2.4697,1.5877,31.2783,3.6603,33.0473,34.0648,3449.83
2024-01-01 00:24:30+00:00,2.9426,2.8924,1.5134,31.3649,3.8218,32.9281,34.216,3455.54
2024-01-01 00:24:40+00:00,3.1789,2.5273,1.3705,31.5007,3.8619,32.9726,34.6573,3439.74
2024-01-01 00:24:50+00:00,2.9917,2.5675,2.1777,31.5203,3.763,33.1861,34.7423,3448.15
2024-01-01 00:25:00+00:00,2.9227,2.3939,1.554,31.3191,3.3568,32.7209,34.17,3436.81
2024-01-01 00:25:10+00:00,2.741,2.6521,1.7532,31.4773,3.5065,32.7754,34.7468,3446.6
2024-01-01 00:25:20+00:00,2.6066,2.6123,1.2221,31.5531,3.9296,32.5352,33.8973,3446.52
2024-01-01 00:25:30+00:00,2.8372,2.6123,1.9922,31.5671,3.6861,32.8832,34.4165,3448.14
2024-01-01 00:25:40+00:00,2.9162,2.528,1.6852,31.4222,3.6838,32.8554,34.5959,3469.96
2024-01-01 00:25:50+00:00,3.2727,2.6492,1.5228,31.5034,3.5429,32.7064,34.3708,3451.48
2024-01-01 00:26:00+00:00,2.9369,2.6829,1.5151,31.5627,3.5687,32.9865,34.3673,3442.46
2024-01-01 00:26:10+00:00,3.0988,2.5324,1.8311,31.5364,3.8398,32.4283,34.0512,3452.2
2024-01-01 00:26:20+00:00,2.7934,2.4702,0.865,31.5357,3.8821,32.7533,34.5272,3454.41
2024-01-01 00:26:30+00:00,2.6468,2.6188,1.3865,31.4532,3.7731,32.8704,33.9402,3471.49
2024-01-01 00:26:40+00:00,2.6809,2.3459,1.5518,31.4275,3.7323,32.5013,34.5722,3454.03
2024-01-01 00:26:50+00:00,2.7187,2.3705,1.5377,31.4591,3.7395,32.2246,34.6911,3490.22
2024-01-01 00:27:00+00:00,3.2789,2.4666,2.1852,31.3502,3.6307,32.0998,35.0063,3464.84
2024-01-01 00:27:10+00:00,2.6779,2.2094,1.4627,31.5323,3.4563,32.6258,34.2786,3504.12
2024-01-01 00:27:20+00:00,2.9985,2.5906,1.7826,31.2624,3.4194,33.0571,34.9256,3475.75
2024-01-01 00:27:30+00:00,2.6385,2.3176,1.9757,31.3591,3.8248,32.3346,35.0577,3488.29
2024-01-01 00:27:40+00:00,2.9933,2.3866,1.6779,31.3998,3.6178,32.6206,34.8609,3500.09
2024-01-01 00:27:50+00:00,2.8714,2.4203,1.329,31.4442,3.6893,31.7242,35.0882,3507.16
2024-01-01 00:28:00+00:00,2.7502,2.4529,1.1633,31.4565,3.6442,32.5295,35.0564,3497.7
2024-01-01 00:28:10+00:00,2.7601,2.3899,1.6575,31.533,3.6465,32.0556,33.947,3540.06
2024-01-01 00:28:20+00:00,2.6237,2.4255,1.8689,31.3851,3.6536,32.2277,34.657,3490.15
2024-01-01 00:28:30+00:00,2.8299,2.4206,1.5803,31.2985,3.7009,32.332,35.9211,3462.35
2024-01-01 00:28:40+00:00,2.6353,2.3561,1.7382,31.3486,3.4754,31.7718,35.3643,3494.28
2024-01-01 00:28:50+00:00,2.4664,2.3005,2.0635,31.3238,3.762,33.1744,34.8988,3513.3
2024-01-01 00:29:00+00:00,2.4408,2.5718,1.6104,31.4002,3.4679,32.0088,35.3232,3508.93
2024-01-01 00:29:10+00:00,2.7154,2.0868,1.1112,31.2337,3.6083,32.3312,35.4978,3481.89
2024-01-01 00:29:20+00:00,2.9809,2.3641,1.3841,31.315,3.3886,32.5546,35.8663,3497.9
2024-01-01 00:29:30+00:00,2.6808,2.3169,1.6987,31.4867,3.5345,32.1515,35.1303,3490.87
2024-01-01 00:29:40+00:00,2.6085,2.4421,1.2786,31.3341,3.4539,31.6511,35.0834,3496.18
2024-01-01 00:29:50+00:00,2.6725,2.1529,1.7016,31.2024,3.5498,32.0051,35.1581,3509.98
2024-01-01 00:30:00+00:00,2.8593,2.2875,1.2925,31.2651,3.6495,31.3769,35.1637,3523.56
2024-01-01 00:30:10+00:00,2.6243,2.3384,1.3768,31.0669,3.5436,31.7819,35.185,3502.03
2024-01-01 00:30:20+00:00,2.4803,2.5052,1.1892,31.2753,3.8191,32.3363,35.5364,3506.28
2024-01-01 00:30:30+00:00,2.7654,2.3852,1.3003,31.4368,3.637,31.361,35.327,3535.54
2024-01-01 00:30:40+00:00,2.6112,2.1483,1.2968,31.1441,3.4759,31.4873,35.5043,3506.55
2024-01-01 00:30:50+00:00,2.8136,2.2429,0.8246,31.1076,3.4897,32.24,36.3114,3507.99
2024-01-01 00:31:00+00:00,2.5238,2.4388,1.0992,31.1782,3.5515,31.58,35.2122,3572.32
2024-01-01 00:31:10+00:00,2.2225,2.1154,0.884,31.3258,3.5926,31.3117,35.7627,3520.14
2024-01-01 00:31:20+00:00,2.1738,2.2731,1.073,31.3942,3.2939,31.6432,35.206,3496.49
2024-01-01 00:31:30+00:00,2.7572,2.2727,0.9582,31.2583,3.5663,31.3315,36.0629,3510.51
2024-01-01 00:31:40+00:00,2.7511,2.2051,1.3921,31.0746,3.2813,30.6022,36.1712,3497.74
2024-01-01 00:31:50+00:00,2.3495,2.656,1.3768,31.1905,3.5351,30.9528,35.4077,3572.89
2024-01-01 00:32:00+00:00,2.2874,2.1781,1.2428,31.361,3.6106,31.9212,35.5072,3540.74
2024-01-01 00:32:10+00:00,2.6347,2.2956,0.7673,31.1401,3.4819,31.3448,36.0826,3523.64
2024-01-01 00:32:20+00:00,2.099,2.1011,1.041,31.1743,3.0793,31.6269,35.7362,3557.95
2024-01-01 00:32:30+00:00,2.1192,2.2828,0.7099,31.1731,3.1519,30.8196,36.4426,3583.24
2024-01-01 00:32:40+00:00,2.4042,2.3216,0.9908,30.9832,3.4946,31.0516,35.4243,3547.82
2024-01-01 00:32:50+00:00,2.1737,2.09,1.1703,31.2261,3.033,30.9564,36.3648,3586.15
2024-01-01 00:33:00+00:00,2.2284,2.1569,1.2371,31.2001,3.4833,30.781,36.8576,3549
2024-01-01 00:33:10+00:00,2.1732,2.0174,1.0878,30.9036,3.5301,30.9455,36.1476,3534.42
2024-01-01 00:33:20+00:00,2.2496,1.9665,1.2645,30.958,3.5431,30.4846,35.7638,3596.37
2024-01-01 00:33:30+00:00,2.4395,2.2798,0.995,30.982,3.327,31.1176,35.7352,3547.96
2024-01-01 00:33:40+00:00,2.1517,2.0272,0.8517,31.1416,3.4192,30.8298,36.0083,3553.28
2024-01-01 00:33:50+00:00,2.2377,1.7339,1.1083,30.9794,3.3749,30.5716,36.3703,3587.56
2024-01-01 00:34:00+00:00,1.6739,2.3462,1.0962,31.0821,3.1127,30.5973,35.5288,3569.68
2024-01-01 00:34:10+00:00,2.049,1.9463,0.7181,31.0112,3.4352,30.3992,36.0283,3568.94
2024-01-01 00:34:20+00:00,1.8645,2.0147,0.9233,31.0237,3.5218,29.9048,36.2304,3568.22
2024-01-01 00:34:30+00:00,1.7636,2.2826,0.7343,31.0533,3.4064,30.0558,36.8246,3562.15
2024-01-01 00:34:40+00:00,1.8057,1.9997,0.2848,31.0179,3.2171,30.2295,36.9725,3581.24
2024-01-01 00:34:50+00:00,1.8881,1.9808,0.876,30.9756,3.393,30.1074,36.1996,3589.51
2024-01-01 00:35:00+00:00,2.1115,1.8052,0.4212,30.9969,3.466,30.3366,35.833,3577.43
2024-01-01 00:35:10+00:00,1.6362,1.7281,0.8057,30.9724,3.4355,30.2388,36.3561,3595.36
2024-01-01 00:35:20+00:00,1.8805,1.932,0.3184,30.9162,3.4038,29.8304,36.3937,3594.38
2024-01-01 00:35:30+00:00,1.7502,1.9948,0.5008,30.8804,3,29.6382,36.8207,3595.99
2024-01-01 00:35:40+00:00,1.7538,1.9694,0.5508,31.0977,3.2875,30.0781,36.1913,3584.66
2024-01-01 00:35:50+00:00,1.992,1.8344,0.9379,30.8515,3.3134,29.8341,35.9953,3585.01
2024-01-01 00:36:00+00:00,1.871,1.8924,0.4823,31.0184,3.3611,29.5158,36.408,3601.93
2024-01-01 00:36:10+00:00,2.0025,1.5964,0.325,30.799,3.2713,29.2841,36.298,3572.6
2024-01-01 00:36:20+00:00,1.6755,1.9233,0.6628,30.9342,3.4154,29.3477,36.3084,3656.64
2024-01-01 00:36:30+00:00,1.5384,1.8607,0.4953,31.0172,2.8969,29.5911,36.1283,3550.4
2024-01-01 00:36:40+00:00,1.6038,2.1145,0.725,30.7905,3.2432,29.9021,35.9937,3591.53
2024-01-01 00:36:50+00:00,1.6678,1.8013,0.2521,30.7429,3.2196,29.2544,36.7598,3615.07
2024-01-01 00:37:00+00:00,1.6251,1.6403,0.5354,30.752,3.2713,28.9895,36.6407,3621.41
2024-01-01 00:37:10+00:00,1.3432,1.7555,1.0776,30.7781,3.3553,29.8073,36.2328,3591.93
2024-01-01 00:37:20+00:00,1.5482,1.6951,0.3779,30.7973,2.9788,28.9688,36.9008,3597.83
2024-01-01 00:37:30+00:00,1.5456,1.7904,0.4618,30.746,3.3263,28.7618,35.8541,3613.83
2024-01-01 00:37:40+00:00,1.9732,1.71,-0.0228,30.6928,3.2101,28.7969,36.4458,3587.66
2024-01-01 00:37:50+00:00,1.8145,1.4975,0.1564,30.915,3.0476,28.7006,36.7126,3592.76
2024-01-01 00:38:00+00:00,1.2378,1.4216,0.4618,30.6842,2.927,29.1369,37.0867,3636.31
2024-01-01 00:38:10+00:00,1.32,1.6866,0.2415,30.6267,3.0804,28.1712,36.438,3637.08
2024-01-01 00:38:20+00:00,1.0537,1.8346,0.4547,30.7562,3.0814,28.7687,37.1262,3622.93
2024-01-01 00:38:30+00:00,1.197,1.6189,0.3844,30.7422,3.0772,28.5037,36.4317,3640.03
2024-01-01 00:38:40+00:00,1.3468,1.7086,-0.0744,30.7831,2.9194,28.2561,37.0365,3628.43
2024-01-01 00:38:50+00:00,1.4932,1.718,0.4859,30.8188,3.0922,28.2379,37.3959,3613.01
2024-01-01 00:39:00+00:00,1.0744,1.5854,-0.1017,30.6447,2.9273,28.1787,36.3378,3607.24
2024-01-01 00:39:10+00:00,1.0574,1.4024,-0.0054,30.5653,3.1578,28.1951,36.8127,3644.81
2024-01-01 00:39:20+00:00,0.7266,1.5328,0.22,30.3878,3.219,27.9476,36.9823,3620.72
2024-01-01 00:39:30+00:00,1.0913,1.6633,0.5312,30.4681,2.8276,27.9772,36.2818,3652.28
2024-01-01 00:39:40+00:00,0.8789,1.5404,-0.1347,30.5665,2.9455,27.6771,36.9656,3631.86
2024-01-01 00:39:50+00:00,0.9529,1.5516,0.13,30.4113,3.0693,28.478,36.5788,3665.83
2024-01-01 00:40:00+00:00,0.8507,1.3483,0.1088,30.3545,2.9518,28.0389,36.4805,3622.57
2024-01-01 00:40:10+00:00,0.9743,1.3654,0.2109,30.5032,2.6944,27.7951,36.6603,3620.77
2024-01-01 00:40:20+00:00,0.6086,1.356,0.3193,30.5578,3.0138,27.4273,36.6427,3649.51
2024-01-01 00:40:30+00:00,0.6336,1.3439,-0.101,30.4389,2.78,27.7186,37.1725,3640.25
2024-01-01 00:40:40+00:00,1.3196,1.5045,0.2297,30.5366,2.8876,27.4732,36.8626,3651.99
2024-01-01 00:40:50+00:00,0.6029,0.9547,0.286,30.4919,2.6951,27.3301,37.7976,3649.38
